postcode,dwelling types,number of bedrooms,rent
2138,Other,4 or more Bedrooms,
2138,Townhouse,Total,
2138,Townhouse,1 Bedroom,
2138,Townhouse,Not Specified,
2138,Townhouse,2 Bedrooms,
2138,Townhouse,3 Bedrooms,
2138,Townhouse,4 or more Bedrooms,
2138,Flat/Unit,Total,780
2138,Flat/Unit,Bedsitter,
2138,Flat/Unit,1 Bedroom,640
2138,Flat/Unit,Not Specified,885
2138,Flat/Unit,2 Bedrooms,835
2138,Flat/Unit,3 Bedrooms,1200
2138,Flat/Unit,4 or more Bedrooms,
2140,Total,Total,590
2140,Total,Bedsitter,
2140,Total,1 Bedroom,530
2140,Total,Not Specified,600
2140,Total,2 Bedrooms,590
2140,Total,3 Bedrooms,750
2140,Total,4 or more Bedrooms,
2140,House,Total,600
2140,House,1 Bedroom,
2140,House,Not Specified,600
2140,House,2 Bedrooms,
2140,House,3 Bedrooms,
2140,House,4 or more Bedrooms,
2140,Other,Total,
2140,Other,Bedsitter,
2140,Other,1 Bedroom,
2140,Other,Not Specified,
2140,Other,2 Bedrooms,
2140,Other,3 Bedrooms,
2140,Other,4 or more Bedrooms,
2140,Townhouse,Total,
2140,Townhouse,1 Bedroom,
2140,Townhouse,Not Specified,
2140,Townhouse,2 Bedrooms,
2140,Townhouse,3 Bedrooms,
2140,Townhouse,4 or more Bedrooms,
2140,Flat/Unit,Total,580
2140,Flat/Unit,Bedsitter,
2140,Flat/Unit,1 Bedroom,545
2140,Flat/Unit,Not Specified,570
2140,Flat/Unit,2 Bedrooms,593
2140,Flat/Unit,3 Bedrooms,750
2140,Flat/Unit,4 or more Bedrooms,
2141,Total,Total,610
2141,Total,Bedsitter,
2141,Total,1 Bedroom,550
2141,Total,Not Specified,580
2141,Total,2 Bedrooms,625
2141,Total,3 Bedrooms,655
2141,Total,4 or more Bedrooms,735
2141,House,Total,600
2141,House,Bedsitter,
2141,House,1 Bedroom,
2141,House,Not Specified,560
2141,House,2 Bedrooms,550
2141,House,3 Bedrooms,610
2141,House,4 or more Bedrooms,710
2141,Other,Total,
2141,Other,Bedsitter,
2141,Other,1 Bedroom,
2141,Other,Not Specified,
2141,Other,2 Bedrooms,
2141,Other,3 Bedrooms,
2141,Other,4 or more Bedrooms,
2141,Townhouse,Total,560
2141,Townhouse,1 Bedroom,
2141,Townhouse,Not Specified,
2141,Townhouse,2 Bedrooms,480
2141,Townhouse,3 Bedrooms,715
2141,Townhouse,4 or more Bedrooms,
2141,Flat/Unit,Total,620
2141,Flat/Unit,Bedsitter,
2141,Flat/Unit,1 Bedroom,550
2141,Flat/Unit,Not Specified,
2141,Flat/Unit,2 Bedrooms,635
2141,Flat/Unit,3 Bedrooms,890
2141,Flat/Unit,4 or more Bedrooms,
2142,Total,Total,490
2142,Total,Bedsitter,
2142,Total,1 Bedroom,400
2142,Total,Not Specified,480
2142,Total,2 Bedrooms,520
2142,Total,3 Bedrooms,580
2142,Total,4 or more Bedrooms,
2142,House,Total,490
2142,House,Bedsitter,
2142,House,1 Bedroom,
2142,House,Not Specified,470
2142,House,2 Bedrooms,480
2142,House,3 Bedrooms,550
2142,House,4 or more Bedrooms,
2142,Other,Total,380
2142,Other,Bedsitter,
2142,Other,1 Bedroom,
2142,Other,Not Specified,
2142,Other,2 Bedrooms,
2142,Other,3 Bedrooms,
2142,Other,4 or more Bedrooms,
2142,Townhouse,Total,590
2142,Townhouse,1 Bedroom,
2142,Townhouse,Not Specified,
2142,Townhouse,2 Bedrooms,
2142,Townhouse,3 Bedrooms,
2142,Townhouse,4 or more Bedrooms,
2142,Flat/Unit,Total,500
2142,Flat/Unit,Bedsitter,
2142,Flat/Unit,1 Bedroom,430
2142,Flat/Unit,Not Specified,480
2142,Flat/Unit,2 Bedrooms,530
2142,Flat/Unit,3 Bedrooms,625
2142,Flat/Unit,4 or more Bedrooms,
2143,Total,Total,500
2143,Total,1 Bedroom,
2143,Total,Not Specified,540
2143,Total,2 Bedrooms,460
2143,Total,3 Bedrooms,550
2143,Total,4 or more Bedrooms,
2143,House,Total,550
2143,House,1 Bedroom,
2143,House,Not Specified,550
2143,House,2 Bedrooms,
2143,House,3 Bedrooms,565
2143,House,4 or more Bedrooms,
2143,Other,Total,
2143,Other,1 Bedroom,
2143,Other,Not Specified,
2143,Other,2 Bedrooms,
2143,Other,3 Bedrooms,
2143,Other,4 or more Bedrooms,
2143,Townhouse,Total,
2143,Townhouse,1 Bedroom,
2143,Townhouse,Not Specified,
2143,Townhouse,2 Bedrooms,
2143,Townhouse,3 Bedrooms,
2143,Townhouse,4 or more Bedrooms,
2143,Flat/Unit,Total,475
2143,Flat/Unit,1 Bedroom,
2143,Flat/Unit,Not Specified,
2143,Flat/Unit,2 Bedrooms,460
2143,Flat/Unit,3 Bedrooms,
2143,Flat/Unit,4 or more Bedrooms,
2144,Total,Total,520
2144,Total,Bedsitter,
2144,Total,1 Bedroom,400
2144,Total,Not Specified,550
2144,Total,2 Bedrooms,490
2144,Total,3 Bedrooms,610
2144,Total,4 or more Bedrooms,750
2144,House,Total,570
2144,House,1 Bedroom,
2144,House,Not Specified,560
2144,House,2 Bedrooms,520
2144,House,3 Bedrooms,580
2144,House,4 or more Bedrooms,
2144,Other,Total,460
2144,Other,Bedsitter,
2144,Other,1 Bedroom,
2144,Other,Not Specified,
2144,Other,2 Bedrooms,450
2144,Other,3 Bedrooms,
2144,Other,4 or more Bedrooms,
2144,Townhouse,Total,600
2144,Townhouse,Bedsitter,
2144,Townhouse,1 Bedroom,
2144,Townhouse,Not Specified,
2144,Townhouse,2 Bedrooms,
2144,Townhouse,3 Bedrooms,
2144,Townhouse,4 or more Bedrooms,
2144,Flat/Unit,Total,500
2144,Flat/Unit,Bedsitter,
2144,Flat/Unit,1 Bedroom,400
2144,Flat/Unit,Not Specified,
2144,Flat/Unit,2 Bedrooms,493
2144,Flat/Unit,3 Bedrooms,700
2144,Flat/Unit,4 or more Bedrooms,
2145,Total,Total,520
2145,Total,Bedsitter,
2145,Total,1 Bedroom,450
2145,Total,Not Specified,510
2145,Total,2 Bedrooms,510
2145,Total,3 Bedrooms,600
2145,Total,4 or more Bedrooms,750
2145,House,Total,550
2145,House,Bedsitter,
2145,House,1 Bedroom,380
2145,House,Not Specified,520
2145,House,2 Bedrooms,500
2145,House,3 Bedrooms,588
2145,House,4 or more Bedrooms,728
2145,Other,Total,470
2145,Other,Bedsitter,
2145,Other,1 Bedroom,
2145,Other,Not Specified,
2145,Other,2 Bedrooms,470
2145,Other,3 Bedrooms,
2145,Other,4 or more Bedrooms,
2145,Townhouse,Total,600
2145,Townhouse,Bedsitter,
2145,Townhouse,1 Bedroom,
2145,Townhouse,Not Specified,
2145,Townhouse,2 Bedrooms,500
2145,Townhouse,3 Bedrooms,610
2145,Townhouse,4 or more Bedrooms,790
2145,Flat/Unit,Total,505
2145,Flat/Unit,Bedsitter,
2145,Flat/Unit,1 Bedroom,460
2145,Flat/Unit,Not Specified,445
2145,Flat/Unit,2 Bedrooms,518
2145,Flat/Unit,3 Bedrooms,605
2145,Flat/Unit,4 or more Bedrooms,
2146,Total,Total,490
2146,Total,Bedsitter,
2146,Total,1 Bedroom,300
2146,Total,Not Specified,500
2146,Total,2 Bedrooms,470
2146,Total,3 Bedrooms,550
2146,Total,4 or more Bedrooms,655
2146,House,Total,540
2146,House,1 Bedroom,
2146,House,Not Specified,520
2146,House,2 Bedrooms,460
2146,House,3 Bedrooms,550
2146,House,4 or more Bedrooms,650
2146,Other,Total,
2146,Other,Bedsitter,
2146,Other,1 Bedroom,
2146,Other,Not Specified,
2146,Other,2 Bedrooms,
2146,Other,3 Bedrooms,
2146,Other,4 or more Bedrooms,
2146,Townhouse,Total,500
2146,Townhouse,1 Bedroom,
2146,Townhouse,Not Specified,
2146,Townhouse,2 Bedrooms,
2146,Townhouse,3 Bedrooms,
2146,Townhouse,4 or more Bedrooms,
2146,Flat/Unit,Total,450
2146,Flat/Unit,1 Bedroom,270
2146,Flat/Unit,Not Specified,
2146,Flat/Unit,2 Bedrooms,470
2146,Flat/Unit,3 Bedrooms,
2146,Flat/Unit,4 or more Bedrooms,
2147,Total,Total,500
2147,Total,Bedsitter,
2147,Total,1 Bedroom,350
2147,Total,Not Specified,500
2147,Total,2 Bedrooms,450
2147,Total,3 Bedrooms,520
2147,Total,4 or more Bedrooms,673
2147,House,Total,500
2147,House,Bedsitter,
2147,House,1 Bedroom,
2147,House,Not Specified,500
2147,House,2 Bedrooms,430
2147,House,3 Bedrooms,520
2147,House,4 or more Bedrooms,660
2147,Other,Total,
2147,Other,Bedsitter,
2147,Other,1 Bedroom,
2147,Other,Not Specified,
2147,Other,2 Bedrooms,
2147,Other,3 Bedrooms,
2147,Other,4 or more Bedrooms,
2147,Townhouse,Total,
2147,Townhouse,1 Bedroom,
2147,Townhouse,Not Specified,
2147,Townhouse,2 Bedrooms,
2147,Townhouse,3 Bedrooms,
2147,Townhouse,4 or more Bedrooms,
2147,Flat/Unit,Total,530
2147,Flat/Unit,Bedsitter,
2147,Flat/Unit,1 Bedroom,
2147,Flat/Unit,Not Specified,
2147,Flat/Unit,2 Bedrooms,525
2147,Flat/Unit,3 Bedrooms,
2147,Flat/Unit,4 or more Bedrooms,
2148,Total,Total,470
2148,Total,Bedsitter,
2148,Total,1 Bedroom,330
2148,Total,Not Specified,455
2148,Total,2 Bedrooms,438
2148,Total,3 Bedrooms,510
2148,Total,4 or more Bedrooms,600
2148,House,Total,490
2148,House,Bedsitter,
2148,House,1 Bedroom,300
2148,House,Not Specified,460
2148,House,2 Bedrooms,428
2148,House,3 Bedrooms,510
2148,House,4 or more Bedrooms,600
2148,Other,Total,395
2148,Other,Bedsitter,
2148,Other,1 Bedroom,
2148,Other,Not Specified,
2148,Other,2 Bedrooms,
2148,Other,3 Bedrooms,
2148,Other,4 or more Bedrooms,
2148,Townhouse,Total,495
2148,Townhouse,Bedsitter,
2148,Townhouse,1 Bedroom,
2148,Townhouse,Not Specified,
2148,Townhouse,2 Bedrooms,470
2148,Townhouse,3 Bedrooms,480
2148,Townhouse,4 or more Bedrooms,
2148,Flat/Unit,Total,438
2148,Flat/Unit,Bedsitter,
2148,Flat/Unit,1 Bedroom,403
2148,Flat/Unit,Not Specified,400
2148,Flat/Unit,2 Bedrooms,435
2148,Flat/Unit,3 Bedrooms,530
2148,Flat/Unit,4 or more Bedrooms,
2150,Total,Total,550
2150,Total,Bedsitter,358
2150,Total,1 Bedroom,510
2150,Total,Not Specified,520
2150,Total,2 Bedrooms,550
2150,Total,3 Bedrooms,680
2150,Total,4 or more Bedrooms,810
2150,House,Total,550
2150,House,Bedsitter,
2150,House,1 Bedroom,438
2150,House,Not Specified,560
2150,House,2 Bedrooms,505
2150,House,3 Bedrooms,650
2150,House,4 or more Bedrooms,
2150,Other,Total,335
2150,Other,Bedsitter,
2150,Other,1 Bedroom,
2150,Other,Not Specified,
2150,Other,2 Bedrooms,
2150,Other,3 Bedrooms,
2150,Other,4 or more Bedrooms,
2150,Townhouse,Total,620
2150,Townhouse,1 Bedroom,
2150,Townhouse,Not Specified,
2150,Townhouse,2 Bedrooms,
2150,Townhouse,3 Bedrooms,
2150,Townhouse,4 or more Bedrooms,
2150,Flat/Unit,Total,550
2150,Flat/Unit,Bedsitter,380
2150,Flat/Unit,1 Bedroom,520
2150,Flat/Unit,Not Specified,460
2150,Flat/Unit,2 Bedrooms,550
2150,Flat/Unit,3 Bedrooms,730
2150,Flat/Unit,4 or more Bedrooms,
2151,Total,Total,530
2151,Total,Bedsitter,
2151,Total,1 Bedroom,370
2151,Total,Not Specified,480
2151,Total,2 Bedrooms,470
2151,Total,3 Bedrooms,670
2151,Total,4 or more Bedrooms,800
2151,House,Total,550
2151,House,1 Bedroom,
2151,House,Not Specified,520
2151,House,2 Bedrooms,420
2151,House,3 Bedrooms,750
2151,House,4 or more Bedrooms,850
2151,Other,Total,
2151,Other,Bedsitter,
2151,Other,1 Bedroom,
2151,Other,Not Specified,
2151,Other,2 Bedrooms,
2151,Other,3 Bedrooms,
2151,Other,4 or more Bedrooms,
2151,Townhouse,Total,680
2151,Townhouse,1 Bedroom,
2151,Townhouse,Not Specified,
2151,Townhouse,2 Bedrooms,
2151,Townhouse,3 Bedrooms,695
2151,Townhouse,4 or more Bedrooms,
2151,Flat/Unit,Total,488
2151,Flat/Unit,Bedsitter,
2151,Flat/Unit,1 Bedroom,
2151,Flat/Unit,Not Specified,450
2151,Flat/Unit,2 Bedrooms,473
2151,Flat/Unit,3 Bedrooms,585
2151,Flat/Unit,4 or more Bedrooms,
2152,Total,Total,520
2152,Total,Bedsitter,
2152,Total,1 Bedroom,
2152,Total,Not Specified,520
2152,Total,2 Bedrooms,490
2152,Total,3 Bedrooms,620
2152,Total,4 or more Bedrooms,
2152,House,Total,570
2152,House,Bedsitter,
2152,House,1 Bedroom,
2152,House,Not Specified,550
2152,House,2 Bedrooms,
2152,House,3 Bedrooms,638
2152,House,4 or more Bedrooms,
2152,Other,Total,
2152,Other,1 Bedroom,
2152,Other,Not Specified,
2152,Other,2 Bedrooms,
2152,Other,3 Bedrooms,
2152,Other,4 or more Bedrooms,
2152,Townhouse,Total,
2152,Townhouse,Bedsitter,
2152,Townhouse,1 Bedroom,
2152,Townhouse,Not Specified,
2152,Townhouse,2 Bedrooms,
2152,Townhouse,3 Bedrooms,
2152,Townhouse,4 or more Bedrooms,
2152,Flat/Unit,Total,490
2152,Flat/Unit,Bedsitter,
2152,Flat/Unit,1 Bedroom,
2152,Flat/Unit,Not Specified,
2152,Flat/Unit,2 Bedrooms,490
2152,Flat/Unit,3 Bedrooms,525
2152,Flat/Unit,4 or more Bedrooms,
2153,Total,Total,633
2153,Total,Bedsitter,
2153,Total,1 Bedroom,490
2153,Total,Not Specified,650
2153,Total,2 Bedrooms,560
2153,Total,3 Bedrooms,700
2153,Total,4 or more Bedrooms,815
2153,House,Total,700
2153,House,Bedsitter,
2153,House,1 Bedroom,
2153,House,Not Specified,660
2153,House,2 Bedrooms,520
2153,House,3 Bedrooms,700
2153,House,4 or more Bedrooms,820
2153,Other,Total,480
2153,Other,Bedsitter,
2153,Other,1 Bedroom,
2153,Other,Not Specified,
2153,Other,2 Bedrooms,
2153,Other,3 Bedrooms,
2153,Other,4 or more Bedrooms,
2153,Townhouse,Total,705
2153,Townhouse,1 Bedroom,
2153,Townhouse,Not Specified,
2153,Townhouse,2 Bedrooms,
2153,Townhouse,3 Bedrooms,740
2153,Townhouse,4 or more Bedrooms,
2153,Flat/Unit,Total,580
2153,Flat/Unit,Bedsitter,
2153,Flat/Unit,1 Bedroom,500
2153,Flat/Unit,Not Specified,
2153,Flat/Unit,2 Bedrooms,580
2153,Flat/Unit,3 Bedrooms,650
2153,Flat/Unit,4 or more Bedrooms,
2154,Total,Total,650
2154,Total,Bedsitter,350
2154,Total,1 Bedroom,505
2154,Total,Not Specified,700
2154,Total,2 Bedrooms,650
2154,Total,3 Bedrooms,700
2154,Total,4 or more Bedrooms,930
2154,House,Total,720
2154,House,Bedsitter,
2154,House,1 Bedroom,
2154,House,Not Specified,700
2154,House,2 Bedrooms,600
2154,House,3 Bedrooms,700
2154,House,4 or more Bedrooms,935
2154,Other,Total,
2154,Other,Bedsitter,
2154,Other,1 Bedroom,
2154,Other,Not Specified,
2154,Other,2 Bedrooms,
2154,Other,3 Bedrooms,
2154,Other,4 or more Bedrooms,
2154,Townhouse,Total,640
2154,Townhouse,1 Bedroom,
2154,Townhouse,Not Specified,
2154,Townhouse,2 Bedrooms,
2154,Townhouse,3 Bedrooms,
2154,Townhouse,4 or more Bedrooms,
2154,Flat/Unit,Total,635
2154,Flat/Unit,Bedsitter,350
2154,Flat/Unit,1 Bedroom,520
2154,Flat/Unit,Not Specified,
2154,Flat/Unit,2 Bedrooms,650
2154,Flat/Unit,3 Bedrooms,730
2154,Flat/Unit,4 or more Bedrooms,
2155,Total,Total,640
2155,Total,Bedsitter,
2155,Total,1 Bedroom,500
2155,Total,Not Specified,710
2155,Total,2 Bedrooms,550
2155,Total,3 Bedrooms,670
2155,Total,4 or more Bedrooms,840
2155,House,Total,750
2155,House,Bedsitter,
2155,House,1 Bedroom,480
2155,House,Not Specified,720
2155,House,2 Bedrooms,550
2155,House,3 Bedrooms,690
2155,House,4 or more Bedrooms,840
2155,Other,Total,
2155,Other,Bedsitter,
2155,Other,1 Bedroom,
2155,Other,Not Specified,
2155,Other,2 Bedrooms,
2155,Other,3 Bedrooms,
2155,Other,4 or more Bedrooms,
2155,Townhouse,Total,620
2155,Townhouse,1 Bedroom,
2155,Townhouse,Not Specified,
2155,Townhouse,2 Bedrooms,
2155,Townhouse,3 Bedrooms,
2155,Townhouse,4 or more Bedrooms,
2155,Flat/Unit,Total,550
2155,Flat/Unit,Bedsitter,
2155,Flat/Unit,1 Bedroom,520
2155,Flat/Unit,Not Specified,550
2155,Flat/Unit,2 Bedrooms,555
2155,Flat/Unit,3 Bedrooms,670
2155,Flat/Unit,4 or more Bedrooms,
2156,Total,Total,800
2156,Total,Bedsitter,
2156,Total,1 Bedroom,
2156,Total,Not Specified,
2156,Total,2 Bedrooms,
2156,Total,3 Bedrooms,
2156,Total,4 or more Bedrooms,970
2156,House,Total,820
2156,House,1 Bedroom,
2156,House,Not Specified,
2156,House,2 Bedrooms,
2156,House,3 Bedrooms,
2156,House,4 or more Bedrooms,970
2156,Other,Total,
2156,Other,Bedsitter,
2156,Other,1 Bedroom,
2156,Other,Not Specified,
2156,Other,2 Bedrooms,
2156,Other,3 Bedrooms,
2156,Other,4 or more Bedrooms,
2156,Townhouse,Total,
2156,Townhouse,1 Bedroom,
2156,Townhouse,Not Specified,
2156,Townhouse,3 Bedrooms,
2156,Townhouse,4 or more Bedrooms,
2156,Flat/Unit,Total,
2156,Flat/Unit,1 Bedroom,
2156,Flat/Unit,2 Bedrooms,
2156,Flat/Unit,3 Bedrooms,
2156,Flat/Unit,4 or more Bedrooms,
2157,Total,Total,710
2157,Total,Bedsitter,
2157,Total,1 Bedroom,
2157,Total,Not Specified,
2157,Total,2 Bedrooms,
2157,Total,3 Bedrooms,
2157,Total,4 or more Bedrooms,
2157,House,Total,700
2157,House,1 Bedroom,
2157,House,Not Specified,
2157,House,2 Bedrooms,
2157,House,3 Bedrooms,
2157,House,4 or more Bedrooms,
2157,Other,Total,
2157,Other,Bedsitter,
2157,Other,1 Bedroom,
2157,Other,Not Specified,
2157,Other,2 Bedrooms,
2157,Other,3 Bedrooms,
2157,Townhouse,Total,
2157,Townhouse,4 or more Bedrooms,
2157,Flat/Unit,Total,
2157,Flat/Unit,1 Bedroom,
2157,Flat/Unit,2 Bedrooms,
2157,Flat/Unit,3 Bedrooms,
2157,Flat/Unit,4 or more Bedrooms,
2158,Total,Total,800
2158,Total,Bedsitter,
2158,Total,1 Bedroom,
2158,Total,Not Specified,
2158,Total,2 Bedrooms,
2158,Total,3 Bedrooms,
2158,Total,4 or more Bedrooms,950
2158,House,Total,825
2158,House,1 Bedroom,
2158,House,Not Specified,
2158,House,2 Bedrooms,
2158,House,3 Bedrooms,
2158,House,4 or more Bedrooms,950
2158,Other,Total,
2158,Other,Bedsitter,
2158,Other,1 Bedroom,
2158,Other,Not Specified,
2158,Other,2 Bedrooms,
2158,Other,3 Bedrooms,
2158,Other,4 or more Bedrooms,
2158,Townhouse,Total,
2158,Townhouse,1 Bedroom,
2158,Townhouse,2 Bedrooms,
2158,Townhouse,3 Bedrooms,
2158,Townhouse,4 or more Bedrooms,
2158,Flat/Unit,Total,
2158,Flat/Unit,1 Bedroom,
2158,Flat/Unit,2 Bedrooms,
2158,Flat/Unit,3 Bedrooms,
2158,Flat/Unit,4 or more Bedrooms,
2159,Total,Total,
2159,Total,Bedsitter,
2159,Total,1 Bedroom,
2159,Total,Not Specified,
2159,Total,2 Bedrooms,
2159,Total,3 Bedrooms,
2159,Total,4 or more Bedrooms,
2159,House,Total,
2159,House,1 Bedroom,
2159,House,Not Specified,
2159,House,2 Bedrooms,
2159,House,3 Bedrooms,
2159,House,4 or more Bedrooms,
2159,Other,Total,
2159,Other,Bedsitter,
2159,Other,Not Specified,
2159,Other,2 Bedrooms,
2159,Other,3 Bedrooms,
2159,Other,4 or more Bedrooms,
2159,Townhouse,Total,
2159,Townhouse,Not Specified,
2159,Townhouse,2 Bedrooms,
2159,Townhouse,3 Bedrooms,
2159,Flat/Unit,Total,
2159,Flat/Unit,1 Bedroom,
2159,Flat/Unit,2 Bedrooms,
2159,Flat/Unit,3 Bedrooms,
2160,Total,Total,500
2160,Total,Bedsitter,
2160,Total,1 Bedroom,423
2160,Total,Not Specified,473
2160,Total,2 Bedrooms,460
2160,Total,3 Bedrooms,600
2160,Total,4 or more Bedrooms,790
2160,House,Total,540
2160,House,Bedsitter,
2160,House,1 Bedroom,
2160,House,Not Specified,515
2160,House,2 Bedrooms,450
2160,House,3 Bedrooms,560
2160,House,4 or more Bedrooms,850
2160,Other,Total,500
2160,Other,Bedsitter,
2160,Other,1 Bedroom,
2160,Other,Not Specified,
2160,Other,2 Bedrooms,
2160,Other,3 Bedrooms,
2160,Other,4 or more Bedrooms,
2160,Townhouse,Total,595
2160,Townhouse,1 Bedroom,
2160,Townhouse,Not Specified,
2160,Townhouse,2 Bedrooms,
2160,Townhouse,3 Bedrooms,
2160,Townhouse,4 or more Bedrooms,
2160,Flat/Unit,Total,470
2160,Flat/Unit,Bedsitter,
2160,Flat/Unit,1 Bedroom,450
2160,Flat/Unit,Not Specified,420
2160,Flat/Unit,2 Bedrooms,480
2160,Flat/Unit,3 Bedrooms,580
2160,Flat/Unit,4 or more Bedrooms,
2161,Total,Total,480
2161,Total,Bedsitter,
2161,Total,1 Bedroom,355
2161,Total,Not Specified,480
2161,Total,2 Bedrooms,440
2161,Total,3 Bedrooms,570
2161,Total,4 or more Bedrooms,780
2161,House,Total,530
2161,House,1 Bedroom,
2161,House,Not Specified,483
2161,House,2 Bedrooms,475
2161,House,3 Bedrooms,580
2161,House,4 or more Bedrooms,765
2161,Other,Total,450
2161,Other,Bedsitter,
2161,Other,1 Bedroom,
2161,Other,Not Specified,
2161,Other,2 Bedrooms,
2161,Other,3 Bedrooms,
2161,Other,4 or more Bedrooms,
2161,Townhouse,Total,620
2161,Townhouse,1 Bedroom,
2161,Townhouse,Not Specified,
2161,Townhouse,2 Bedrooms,
2161,Townhouse,3 Bedrooms,
2161,Townhouse,4 or more Bedrooms,
2161,Flat/Unit,Total,420
2161,Flat/Unit,Bedsitter,
2161,Flat/Unit,1 Bedroom,370
2161,Flat/Unit,Not Specified,
2161,Flat/Unit,2 Bedrooms,430
2161,Flat/Unit,3 Bedrooms,
2161,Flat/Unit,4 or more Bedrooms,
2162,Total,Total,523
2162,Total,Bedsitter,
2162,Total,1 Bedroom,
2162,Total,Not Specified,475
2162,Total,2 Bedrooms,490
2162,Total,3 Bedrooms,580
2162,Total,4 or more Bedrooms,750
2162,House,Total,550
2162,House,Bedsitter,
2162,House,1 Bedroom,
2162,House,Not Specified,480
2162,House,2 Bedrooms,
2162,House,3 Bedrooms,580
2162,House,4 or more Bedrooms,750
2162,Other,Total,
2162,Other,Bedsitter,
2162,Other,1 Bedroom,
2162,Other,Not Specified,
2162,Other,2 Bedrooms,
2162,Other,3 Bedrooms,
2162,Other,4 or more Bedrooms,
2162,Townhouse,Total,
2162,Townhouse,1 Bedroom,
2162,Townhouse,Not Specified,
2162,Townhouse,2 Bedrooms,
2162,Townhouse,3 Bedrooms,
2162,Townhouse,4 or more Bedrooms,
2162,Flat/Unit,Total,465
2162,Flat/Unit,Bedsitter,
2162,Flat/Unit,1 Bedroom,
2162,Flat/Unit,Not Specified,
2162,Flat/Unit,2 Bedrooms,495
2162,Flat/Unit,3 Bedrooms,
2162,Flat/Unit,4 or more Bedrooms,
2163,Total,Total,450
2163,Total,Bedsitter,
2163,Total,1 Bedroom,315
2163,Total,Not Specified,320
2163,Total,2 Bedrooms,420
2163,Total,3 Bedrooms,560
2163,Total,4 or more Bedrooms,
2163,House,Total,500
2163,House,1 Bedroom,
2163,House,Not Specified,
2163,House,2 Bedrooms,
2163,House,3 Bedrooms,
2163,House,4 or more Bedrooms,
2163,Other,Total,
2163,Other,Bedsitter,
2163,Other,1 Bedroom,
2163,Other,Not Specified,
2163,Other,2 Bedrooms,
2163,Other,3 Bedrooms,
2163,Other,4 or more Bedrooms,
2163,Townhouse,Total,
2163,Townhouse,1 Bedroom,
2163,Townhouse,Not Specified,
2163,Townhouse,2 Bedrooms,
2163,Townhouse,3 Bedrooms,
2163,Townhouse,4 or more Bedrooms,
2163,Flat/Unit,Total,360
2163,Flat/Unit,1 Bedroom,305
2163,Flat/Unit,Not Specified,
2163,Flat/Unit,2 Bedrooms,500
2163,Flat/Unit,3 Bedrooms,
2163,Flat/Unit,4 or more Bedrooms,
2164,Total,Total,500
2164,Total,Bedsitter,
2164,Total,1 Bedroom,
2164,Total,Not Specified,520
2164,Total,2 Bedrooms,450
2164,Total,3 Bedrooms,550
2164,Total,4 or more Bedrooms,800
2164,House,Total,550
2164,House,1 Bedroom,
2164,House,Not Specified,530
2164,House,2 Bedrooms,450
2164,House,3 Bedrooms,555
2164,House,4 or more Bedrooms,800
2164,Other,Total,455
2164,Other,Bedsitter,
2164,Other,1 Bedroom,
2164,Other,Not Specified,
2164,Other,2 Bedrooms,
2164,Other,3 Bedrooms,
2164,Other,4 or more Bedrooms,
2164,Townhouse,Total,
2164,Townhouse,1 Bedroom,
2164,Townhouse,Not Specified,
2164,Townhouse,2 Bedrooms,
2164,Townhouse,3 Bedrooms,
2164,Townhouse,4 or more Bedrooms,
2164,Flat/Unit,Total,
2164,Flat/Unit,1 Bedroom,
2164,Flat/Unit,Not Specified,
